split,file_name,packet_index,true_label,rssi_rank,lda_rank,fusion_rank,rssi_top5,lda_top5,fusion_top5,union_candidates,union_length,true_in_fusion_top5,true_in_union
validation,2_1_30_11_2_16.bin,6,1_30,1,1,1,1_30;0_34;1_31;0_33;1_27,1_30;0_34;0_33;1_29;0_35,1_30;0_34;0_33;1_31;1_27,1_30;0_34;0_33;1_29;0_35;1_31;1_27,7,1,1
validation,2_1_30_11_2_16.bin,9,1_30,1,1,1,1_30;1_31;0_34;0_33;1_27,1_30;0_34;0_33;1_29;0_35,1_30;0_34;1_31;0_33;1_27,1_30;0_34;0_33;1_29;0_35;1_31;1_27,7,1,1
validation,2_1_30_11_2_16.bin,16,1_30,1,1,1,1_30;0_34;1_31;0_33;1_27,1_30;0_34;0_33;1_29;0_35,1_30;0_34;0_33;1_31;1_27,1_30;0_34;0_33;1_29;0_35;1_31;1_27,7,1,1
validation,2_1_30_11_2_16.bin,19,1_30,1,1,1,1_30;0_34;1_31;0_33;1_27,1_30;0_34;0_33;1_29;0_35,1_30;0_34;0_33;1_31;1_27,1_30;0_34;0_33;1_29;0_35;1_31;1_27,7,1,1
validation,2_1_31_11_2_16.bin,0,1_31,17,1,1,0_42;0_33;1_18;0_35;1_23,1_31;1_29;1_28;0_33;1_30,1_31;0_42;0_33;1_18;0_35,1_31;1_29;1_28;0_33;1_30;0_42;1_18;0_35;1_23,9,1,1
validation,2_1_31_11_2_16.bin,15,1_31,1,1,1,1_31;1_30;0_34;0_33;1_27,1_31;0_33;1_30;1_29;1_28,1_31;1_30;0_34;0_33;1_27,1_31;0_33;1_30;1_29;1_28;0_34;1_27,7,1,1
validation,2_1_31_11_2_16.bin,17,1_31,1,1,1,1_31;1_30;0_34;0_33;1_27,1_31;1_30;0_33;1_29;1_28,1_31;1_30;0_34;0_33;1_27,1_31;1_30;0_33;1_29;1_28;0_34;1_27,7,1,1
validation,2_1_31_11_2_16.bin,20,1_31,1,1,1,1_31;1_30;0_34;0_33;1_27,1_31;0_33;1_30;1_29;1_28,1_31;1_30;0_34;0_33;1_27,1_31;0_33;1_30;1_29;1_28;0_34;1_27,7,1,1
validation,2_1_32_11_2_16.bin,0,1_32,1,1,1,1_32;0_33;1_29;0_35;1_28,1_32;0_33;1_31;1_30;0_34,1_32;0_33;1_29;0_35;1_28,1_32;0_33;1_31;1_30;0_34;1_29;0_35;1_28,8,1,1
validation,2_1_32_11_2_16.bin,2,1_32,1,1,1,1_32;0_33;1_29;0_34;1_28,1_32;1_31;0_33;1_30;1_29,1_32;0_33;1_29;0_34;1_28,1_32;1_31;0_33;1_30;1_29;0_34;1_28,7,1,1
validation,2_1_32_11_2_16.bin,6,1_32,1,1,1,1_32;0_33;1_29;0_35;0_34,1_32;0_33;1_31;1_30;0_34,1_32;0_33;1_29;0_35;0_34,1_32;0_33;1_31;1_30;0_34;1_29;0_35,7,1,1
validation,2_1_32_11_2_16.bin,19,1_32,1,1,1,1_32;0_33;1_29;0_34;0_35,1_32;0_33;1_30;1_31;0_34,1_32;0_33;1_29;0_34;0_35,1_32;0_33;1_30;1_31;0_34;1_29;0_35,7,1,1
validation,2_2_15_11_2_16.bin,0,2_15,16,1,1,0_42;1_18;1_23;0_44;1_20,2_15;0_50;0_48;1_16;0_45,2_15;0_42;1_18;0_50;1_23,2_15;0_50;0_48;1_16;0_45;0_42;1_18;1_23;0_44;1_20,10,1,1
validation,2_2_15_11_2_16.bin,13,2_15,1,1,1,2_15;1_16;0_48;1_17;1_18,2_15;1_16;0_48;0_50;0_45,2_15;1_16;0_48;1_17;1_18,2_15;1_16;0_48;0_50;0_45;1_17;1_18,7,1,1
validation,2_2_15_11_2_16.bin,14,2_15,1,1,1,2_15;1_16;1_17;0_48;1_18,2_15;0_48;1_16;0_50;0_45,2_15;1_16;1_17;0_48;1_18,2_15;0_48;1_16;0_50;0_45;1_17;1_18,7,1,1
validation,2_2_15_11_2_16.bin,15,2_15,1,1,1,2_15;1_16;0_48;1_17;1_18,2_15;1_16;0_48;1_17;0_50,2_15;1_16;0_48;1_17;1_18,2_15;1_16;0_48;1_17;0_50;1_18,6,1,1
formal_test,2_0_33_11_2_16.bin,0,0_33,1,1,1,0_33;1_29;0_34;0_35;1_28,0_33;1_30;0_34;1_29;0_35,0_33;1_29;1_30;0_34;0_35,0_33;1_30;0_34;1_29;0_35;1_28,6,1,1
formal_test,2_0_33_11_2_16.bin,3,0_33,1,1,1,0_33;1_29;0_34;0_35;1_28,0_33;1_30;0_34;1_29;0_35,0_33;1_30;1_29;0_34;0_35,0_33;1_30;0_34;1_29;0_35;1_28,6,1,1
formal_test,2_0_33_11_2_16.bin,17,0_33,1,1,1,0_33;1_29;0_34;0_35;1_28,0_33;1_30;0_34;1_29;0_35,0_33;1_30;1_29;0_34;0_35,0_33;1_30;0_34;1_29;0_35;1_28,6,1,1
formal_test,2_0_33_11_2_16.bin,18,0_33,1,1,1,0_33;0_34;1_29;1_30;1_28,0_33;1_30;0_34;1_29;0_35,0_33;1_30;0_34;1_29;1_28,0_33;1_30;0_34;1_29;0_35;1_28,6,1,1
formal_test,2_0_34_11_2_16.bin,4,0_34,1,1,1,0_34;1_27;1_29;0_33;1_30,0_34;1_30;1_29;0_35;0_33,0_34;1_30;1_29;0_35;1_27,0_34;1_30;1_29;0_35;0_33;1_27,6,1,1
formal_test,2_0_34_11_2_16.bin,8,0_34,18,1,2,1_31;0_35;0_37;0_42;0_33,0_34;1_30;0_33;0_35;1_29,1_31;0_34;1_30;0_35;0_37,0_34;1_30;0_33;0_35;1_29;1_31;0_37;0_42,8,1,1
formal_test,2_0_34_11_2_16.bin,16,0_34,1,1,1,0_34;1_30;1_29;1_27;0_36,0_34;1_30;0_35;1_29;0_33,0_34;1_30;0_35;1_29;1_27,0_34;1_30;0_35;1_29;0_33;1_27;0_36,7,1,1
formal_test,2_0_34_11_2_16.bin,18,0_34,1,1,1,0_34;1_29;0_36;1_27;1_30,0_34;1_30;0_35;1_29;1_27,0_34;1_30;0_35;1_29;0_36,0_34;1_30;0_35;1_29;1_27;0_36,6,1,1
formal_test,2_0_35_11_2_16.bin,11,0_35,1,1,1,0_35;1_31;0_42;1_18;0_37,0_35;0_34;0_36;1_27;1_29,0_35;1_31;0_42;1_18;1_26,0_35;0_34;0_36;1_27;1_29;1_31;0_42;1_18;0_37,9,1,1
formal_test,2_0_35_11_2_16.bin,12,0_35,1,1,1,0_35;1_29;1_28;1_27;0_37,0_35;0_36;1_27;0_34;0_37,0_35;0_36;1_27;0_34;0_37,0_35;0_36;1_27;0_34;0_37;1_29;1_28,7,1,1
formal_test,2_0_35_11_2_16.bin,13,0_35,2,1,1,1_28;0_35;0_36;1_25;1_27,0_35;0_36;1_27;0_34;1_26,0_35;0_36;1_27;0_34;1_26,0_35;0_36;1_27;0_34;1_26;1_28;1_25,7,1,1
formal_test,2_0_35_11_2_16.bin,17,0_35,1,1,1,0_35;0_37;1_28;1_23;1_25,0_35;0_36;0_34;1_27;1_26,0_35;0_36;0_34;1_27;0_37,0_35;0_36;0_34;1_27;1_26;0_37;1_28;1_23;1_25,9,1,1
formal_test,2_0_36_11_2_16.bin,6,0_36,1,1,1,0_36;1_27;0_37;1_26;1_22,0_36;1_27;0_37;1_26;0_35,0_36;1_27;0_37;1_26;0_35,0_36;1_27;0_37;1_26;0_35;1_22,6,1,1
formal_test,2_0_36_11_2_16.bin,11,0_36,1,1,1,0_36;1_27;1_26;0_37;1_29,0_36;0_37;1_27;0_35;1_26,0_36;0_37;1_27;0_35;1_26,0_36;0_37;1_27;0_35;1_26;1_29,6,1,1
formal_test,2_0_36_11_2_16.bin,12,0_36,9,1,1,0_37;1_28;0_35;0_38;1_26,0_36;1_27;0_35;0_37;1_26,0_36;0_35;0_37;1_27;1_26,0_36;1_27;0_35;0_37;1_26;1_28;0_38,7,1,1
formal_test,2_0_36_11_2_16.bin,13,0_36,3,1,1,0_37;1_26;0_36;1_27;0_38,0_36;0_37;1_27;0_35;1_26,0_36;0_37;1_27;0_35;1_26,0_36;0_37;1_27;0_35;1_26;0_38,6,1,1
formal_test,2_0_37_11_2_16.bin,2,0_37,1,1,1,0_37;0_36;1_27;1_26;0_40,0_37;0_38;0_36;1_24;1_27,0_37;0_38;0_36;1_24;1_27,0_37;0_38;0_36;1_24;1_27;1_26;0_40,7,1,1
formal_test,2_0_37_11_2_16.bin,9,0_37,1,1,1,0_37;1_26;1_27;0_38;1_22,0_37;0_36;0_38;1_24;1_23,0_37;0_36;0_38;1_23;1_24,0_37;0_36;0_38;1_24;1_23;1_26;1_27;1_22,8,1,1
formal_test,2_0_37_11_2_16.bin,11,0_37,1,1,1,0_37;1_26;1_22;0_38;1_27,0_37;0_38;0_36;1_23;1_24,0_37;0_38;0_36;1_23;1_22,0_37;0_38;0_36;1_23;1_24;1_26;1_22;1_27,8,1,1
formal_test,2_0_37_11_2_16.bin,16,0_37,1,1,1,0_37;1_26;1_23;0_38;0_36,0_37;0_38;0_36;1_23;1_24,0_37;0_38;0_36;1_23;1_24,0_37;0_38;0_36;1_23;1_24;1_26,6,1,1
formal_test,2_0_38_11_2_16.bin,4,0_38,2,1,1,1_24;0_38;0_40;1_21;1_25,0_38;0_37;1_23;1_24;0_40,0_38;0_37;1_23;1_24;0_40,0_38;0_37;1_23;1_24;0_40;1_21;1_25,7,1,1
formal_test,2_0_38_11_2_16.bin,5,0_38,2,1,1,1_24;0_38;0_40;1_25;1_26,0_38;0_37;1_23;1_24;0_40,0_38;0_37;1_24;1_23;0_40,0_38;0_37;1_23;1_24;0_40;1_25;1_26,7,1,1
formal_test,2_0_38_11_2_16.bin,8,0_38,3,1,1,1_24;1_25;0_38;1_23;1_20,0_38;1_23;0_37;1_24;1_21,0_38;1_23;1_24;0_37;1_21,0_38;1_23;0_37;1_24;1_21;1_25;1_20,7,1,1
formal_test,2_0_38_11_2_16.bin,15,0_38,2,1,1,1_24;0_38;0_40;0_37;1_26,0_38;1_23;0_37;1_24;0_40,0_38;0_37;1_23;1_24;0_40,0_38;1_23;0_37;1_24;0_40;1_26,6,1,1
formal_test,2_0_39_11_2_16.bin,1,0_39,1,1,1,0_39;1_23;1_25;1_20;1_24,0_39;0_38;1_20;1_23;1_21,0_39;0_38;1_23;1_20;1_21,0_39;0_38;1_20;1_23;1_21;1_25;1_24,7,1,1
formal_test,2_0_39_11_2_16.bin,12,0_39,1,1,1,0_39;1_23;0_38;1_25;0_42,0_39;0_38;1_23;1_20;1_21,0_39;0_38;1_23;1_20;1_21,0_39;0_38;1_23;1_20;1_21;1_25;0_42,7,1,1
formal_test,2_0_39_11_2_16.bin,15,0_39,3,1,1,1_20;1_19;0_39;0_42;1_25,0_39;1_20;0_38;1_21;1_23,0_39;1_20;0_38;1_23;1_21,0_39;1_20;0_38;1_21;1_23;1_19;0_42;1_25,8,1,1
formal_test,2_0_39_11_2_16.bin,20,0_39,1,1,1,0_39;1_19;1_20;0_42;1_26,0_39;1_20;0_38;1_23;1_21,0_39;1_20;1_23;0_38;1_21,0_39;1_20;0_38;1_23;1_21;1_19;0_42;1_26,8,1,1
formal_test,2_0_40_11_2_16.bin,9,0_40,1,1,1,0_40;1_22;1_21;0_38;0_43,0_40;1_21;1_22;1_23;0_38,0_40;1_21;1_22;0_38;1_23,0_40;1_21;1_22;1_23;0_38;0_43,6,1,1
formal_test,2_0_40_11_2_16.bin,10,0_40,1,1,1,0_40;1_21;0_38;1_22;1_24,0_40;1_21;1_22;1_23;0_38,0_40;1_21;1_22;1_23;0_38,0_40;1_21;1_22;1_23;0_38;1_24,6,1,1
formal_test,2_0_40_11_2_16.bin,15,0_40,1,1,1,0_40;1_21;1_22;0_38;0_43,0_40;1_21;1_22;0_42;1_23,0_40;1_21;1_22;0_38;0_42,0_40;1_21;1_22;0_42;1_23;0_38;0_43,7,1,1
formal_test,2_0_40_11_2_16.bin,18,0_40,1,2,2,0_40;1_21;1_22;0_38;1_24,1_21;0_40;1_22;1_20;0_38,1_21;0_40;1_22;0_38;1_20,1_21;0_40;1_22;1_20;0_38;1_24,6,1,1
formal_test,2_0_42_11_2_16.bin,1,0_42,4,1,1,0_43;1_20;0_44;0_42;1_19,0_42;1_20;0_44;0_43;1_19,0_42;1_20;0_43;0_44;1_19,0_42;1_20;0_44;0_43;1_19,5,1,1
formal_test,2_0_42_11_2_16.bin,7,0_42,3,1,1,0_44;1_19;0_42;1_20;0_39,0_42;1_19;1_20;0_43;0_44,0_42;1_19;1_20;0_43;0_44,0_42;1_19;1_20;0_43;0_44;0_39,6,1,1
formal_test,2_0_42_11_2_16.bin,11,0_42,4,3,3,1_19;0_44;1_20;0_42;0_39,1_20;1_19;0_42;0_43;1_21,1_20;1_19;0_42;0_44;0_43,1_20;1_19;0_42;0_43;1_21;0_44;0_39,7,1,1
formal_test,2_0_42_11_2_16.bin,18,0_42,3,1,1,1_20;0_43;0_42;0_44;1_24,0_42;0_43;1_19;1_20;1_21,0_42;0_43;1_19;1_20;1_21,0_42;0_43;1_19;1_20;1_21;0_44;1_24,7,1,1
formal_test,2_0_43_11_2_16.bin,10,0_43,1,1,1,0_43;0_42;0_40;1_21;0_50,0_43;0_42;0_44;1_19;1_21,0_43;0_42;0_44;1_21;1_20,0_43;0_42;0_44;1_19;1_21;0_40;0_50,7,1,1
formal_test,2_0_43_11_2_16.bin,13,0_43,1,1,1,0_43;0_42;1_21;0_40;0_50,0_43;0_42;0_44;1_19;1_20,0_43;0_42;0_44;1_19;1_20,0_43;0_42;0_44;1_19;1_20;1_21;0_40;0_50,8,1,1
formal_test,2_0_43_11_2_16.bin,15,0_43,1,1,1,0_43;1_21;0_42;0_40;0_50,0_43;0_42;0_44;1_19;1_20,0_43;0_42;0_44;1_21;1_20,0_43;0_42;0_44;1_19;1_20;1_21;0_40;0_50,8,1,1
formal_test,2_0_43_11_2_16.bin,19,0_43,2,1,1,0_42;0_43;1_21;0_50;0_40,0_43;0_42;0_44;1_19;1_20,0_43;0_42;0_44;1_20;1_19,0_43;0_42;0_44;1_19;1_20;1_21;0_50;0_40,8,1,1
formal_test,2_0_44_11_2_16.bin,3,0_44,1,1,1,0_44;1_19;0_42;1_20;0_43,0_44;0_42;0_43;1_19;1_20,0_44;0_42;1_19;0_43;1_20,0_44;0_42;0_43;1_19;1_20,5,1,1
formal_test,2_0_44_11_2_16.bin,9,0_44,3,2,2,0_43;1_20;0_44;0_42;1_19,0_43;0_44;0_42;1_19;1_20,0_43;0_44;0_42;1_19;1_20,0_43;0_44;0_42;1_19;1_20,5,1,1
formal_test,2_0_44_11_2_16.bin,11,0_44,1,1,1,0_44;1_19;0_42;0_39;1_20,0_44;0_42;0_43;1_19;0_45,0_44;0_42;1_19;0_43;1_20,0_44;0_42;0_43;1_19;0_45;0_39;1_20,7,1,1
formal_test,2_0_44_11_2_16.bin,16,0_44,1,1,1,0_44;0_42;1_19;1_20;0_43,0_44;0_43;0_42;1_19;0_45,0_44;0_42;0_43;1_19;1_20,0_44;0_43;0_42;1_19;0_45;1_20,6,1,1
formal_test,2_0_45_11_2_16.bin,3,0_45,1,1,1,0_45;1_17;0_48;1_18;1_20,0_45;0_48;1_17;1_18;0_44,0_45;0_48;1_17;1_18;0_44,0_45;0_48;1_17;1_18;0_44;1_20,6,1,1
formal_test,2_0_45_11_2_16.bin,6,0_45,1,1,1,0_45;1_17;0_48;1_18;1_20,0_45;0_48;1_18;1_17;0_44,0_45;0_48;1_18;1_17;0_44,0_45;0_48;1_18;1_17;0_44;1_20,6,1,1
formal_test,2_0_45_11_2_16.bin,7,0_45,1,1,1,0_45;1_17;0_48;1_18;1_20,0_45;0_48;1_17;0_44;1_18,0_45;0_48;1_17;1_18;0_44,0_45;0_48;1_17;0_44;1_18;1_20,6,1,1
formal_test,2_0_45_11_2_16.bin,16,0_45,2,1,1,1_20;0_45;0_42;0_39;1_19,0_45;0_48;1_17;0_44;1_18,0_45;0_48;1_17;0_44;1_18,0_45;0_48;1_17;0_44;1_18;1_20;0_42;0_39;1_19,9,1,1
formal_test,2_0_48_11_2_16.bin,2,0_48,1,1,1,0_48;0_45;1_17;1_19;1_20,0_48;0_45;0_50;0_44;1_17,0_48;0_45;0_50;0_44;1_17,0_48;0_45;0_50;0_44;1_17;1_19;1_20,7,1,1
formal_test,2_0_48_11_2_16.bin,5,0_48,1,1,1,0_48;0_45;1_19;1_17;0_42,0_48;0_45;0_50;0_44;1_17,0_48;0_45;0_50;0_44;1_17,0_48;0_45;0_50;0_44;1_17;1_19;0_42,7,1,1
formal_test,2_0_48_11_2_16.bin,7,0_48,1,1,1,0_48;0_45;1_19;1_17;1_20,0_48;0_45;0_50;0_44;1_17,0_48;0_45;0_50;0_44;1_17,0_48;0_45;0_50;0_44;1_17;1_19;1_20,7,1,1
formal_test,2_0_48_11_2_16.bin,13,0_48,1,1,1,0_48;1_17;1_16;1_18;0_45,0_48;1_16;0_45;1_17;1_18,0_48;1_16;0_45;1_17;1_18,0_48;1_16;0_45;1_17;1_18,5,1,1
formal_test,2_0_50_11_2_16.bin,10,0_50,1,1,1,0_50;0_43;0_44;0_42;1_20,0_50;0_48;0_44;0_45;0_43,0_50;0_44;0_48;0_43;0_45,0_50;0_48;0_44;0_45;0_43;0_42;1_20,7,1,1
formal_test,2_0_50_11_2_16.bin,11,0_50,1,1,1,0_50;0_43;0_44;0_42;1_20,0_50;0_48;0_44;0_45;0_43,0_50;0_48;0_44;0_45;0_43,0_50;0_48;0_44;0_45;0_43;0_42;1_20,7,1,1
formal_test,2_0_50_11_2_16.bin,14,0_50,1,1,1,0_50;0_43;0_44;0_42;1_20,0_50;0_48;0_44;0_45;0_43,0_50;0_44;0_48;0_43;0_45,0_50;0_48;0_44;0_45;0_43;0_42;1_20,7,1,1
formal_test,2_0_50_11_2_16.bin,18,0_50,1,1,1,0_50;0_43;0_44;0_42;1_20,0_50;0_48;0_45;0_44;0_43,0_50;0_48;0_44;0_45;0_43,0_50;0_48;0_45;0_44;0_43;0_42;1_20,7,1,1
formal_test,2_1_16_11_2_16.bin,2,1_16,1,1,1,1_16;1_17;0_48;1_18;2_15,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45;2_15,6,1,1
formal_test,2_1_16_11_2_16.bin,5,1_16,1,1,1,1_16;1_17;0_48;1_18;2_15,1_16;1_18;1_17;0_48;0_45,1_16;1_18;1_17;0_48;0_45,1_16;1_18;1_17;0_48;0_45;2_15,6,1,1
formal_test,2_1_16_11_2_16.bin,14,1_16,1,1,1,1_16;1_17;0_48;1_18;2_15,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45;2_15,6,1,1
formal_test,2_1_16_11_2_16.bin,18,1_16,1,1,1,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45,1_16;1_17;1_18;0_48;0_45,5,1,1
formal_test,2_1_17_11_2_16.bin,1,1_17,1,2,2,1_17;1_18;0_48;0_45;1_16,1_18;1_17;0_45;1_16;1_20,1_18;1_17;0_45;1_16;0_48,1_18;1_17;0_45;1_16;1_20;0_48,6,1,1
formal_test,2_1_17_11_2_16.bin,11,1_17,1,2,2,1_17;0_45;0_48;1_18;1_19,1_18;1_17;1_16;1_19;0_45,1_18;1_17;0_45;1_19;1_16,1_18;1_17;1_16;1_19;0_45;0_48,6,1,1
formal_test,2_1_17_11_2_16.bin,19,1_17,2,1,1,1_18;1_17;0_48;1_16;0_45,1_17;0_45;1_16;1_18;0_48,1_17;1_16;0_45;1_18;0_48,1_17;0_45;1_16;1_18;0_48,5,1,1
formal_test,2_1_17_11_2_16.bin,20,1_17,1,3,2,1_17;0_48;1_16;1_18;0_45,1_18;1_16;1_17;1_19;1_20,1_18;1_17;1_16;1_19;1_20,1_18;1_16;1_17;1_19;1_20;0_48;0_45,7,1,1
formal_test,2_1_18_11_2_16.bin,9,1_18,1,1,1,1_18;1_17;1_16;0_48;0_45,1_18;1_17;1_16;0_45;1_19,1_18;1_17;1_16;0_45;1_19,1_18;1_17;1_16;0_45;1_19;0_48,6,1,1
formal_test,2_1_18_11_2_16.bin,10,1_18,1,1,1,1_18;1_17;1_16;0_48;0_45,1_18;1_17;1_16;0_45;1_19,1_18;1_17;1_16;0_45;1_19,1_18;1_17;1_16;0_45;1_19;0_48,6,1,1
formal_test,2_1_18_11_2_16.bin,11,1_18,1,1,1,1_18;1_17;0_48;1_16;0_45,1_18;1_16;1_17;0_45;1_19,1_18;1_17;1_16;0_45;1_19,1_18;1_16;1_17;0_45;1_19;0_48,6,1,1
formal_test,2_1_18_11_2_16.bin,14,1_18,1,1,1,1_18;1_17;0_45;0_48;1_16,1_18;1_17;1_16;0_45;1_19,1_18;1_17;1_16;0_45;1_19,1_18;1_17;1_16;0_45;1_19;0_48,6,1,1
formal_test,2_1_19_11_2_16.bin,4,1_19,1,1,1,1_19;0_44;1_20;0_42;0_39,1_19;0_42;1_20;0_43;1_21,1_19;0_42;1_20;0_43;0_44,1_19;0_42;1_20;0_43;1_21;0_44;0_39,7,1,1
formal_test,2_1_19_11_2_16.bin,11,1_19,1,1,1,1_19;0_44;1_20;0_39;0_42,1_19;1_20;0_42;0_44;0_43,1_19;1_20;0_42;0_44;0_43,1_19;1_20;0_42;0_44;0_43;0_39,6,1,1
formal_test,2_1_19_11_2_16.bin,14,1_19,2,1,1,0_44;1_19;1_20;0_42;0_39,1_19;1_20;0_42;0_44;0_43,1_19;1_20;0_42;0_44;0_43,1_19;1_20;0_42;0_44;0_43;0_39,6,1,1
formal_test,2_1_19_11_2_16.bin,17,1_19,1,1,1,1_19;1_20;0_42;0_44;0_39,1_19;1_20;0_42;1_21;0_44,1_19;1_20;0_42;0_44;1_21,1_19;1_20;0_42;1_21;0_44;0_39,6,1,1
formal_test,2_1_20_11_2_16.bin,0,1_20,2,1,1,1_19;1_20;0_42;0_44;0_43,1_20;0_42;1_19;1_21;0_43,1_20;0_42;1_19;1_21;0_43,1_20;0_42;1_19;1_21;0_43;0_44,6,1,1
formal_test,2_1_20_11_2_16.bin,4,1_20,1,2,2,1_20;1_19;1_24;0_44;0_42,0_42;1_20;1_21;0_40;1_19,0_42;1_20;1_21;1_19;0_40,0_42;1_20;1_21;0_40;1_19;1_24;0_44,7,1,1
formal_test,2_1_20_11_2_16.bin,19,1_20,2,1,1,1_19;1_20;0_39;0_42;0_44,1_20;1_19;0_42;1_21;0_39,1_20;1_19;0_42;0_39;1_21,1_20;1_19;0_42;1_21;0_39;0_44,6,1,1
formal_test,2_1_20_11_2_16.bin,20,1_20,1,1,1,1_20;1_19;0_42;1_24;0_43,1_20;1_19;0_42;1_21;0_43,1_20;1_19;0_42;1_21;0_43,1_20;1_19;0_42;1_21;0_43;1_24,6,1,1
formal_test,2_1_21_11_2_16.bin,3,1_21,6,1,1,0_42;1_23;0_39;1_20;0_38,1_21;1_20;0_40;1_22;0_42,1_21;1_20;0_40;0_42;0_39,1_21;1_20;0_40;1_22;0_42;1_23;0_39;0_38,8,1,1
formal_test,2_1_21_11_2_16.bin,5,1_21,2,1,1,0_42;1_21;1_23;0_38;0_43,1_21;0_40;1_20;1_22;0_42,1_21;0_40;1_20;0_42;1_22,1_21;0_40;1_20;1_22;0_42;1_23;0_38;0_43,8,1,1
formal_test,2_1_21_11_2_16.bin,6,1_21,9,1,1,1_23;0_43;0_42;0_38;0_39,1_21;0_40;0_42;1_22;1_20,1_21;0_42;1_23;0_40;1_22,1_21;0_40;0_42;1_22;1_20;1_23;0_43;0_38;0_39,9,1,1
formal_test,2_1_21_11_2_16.bin,7,1_21,2,1,1,1_23;1_21;0_42;0_43;0_39,1_21;0_40;1_22;1_20;0_42,1_21;0_40;0_42;1_20;1_22,1_21;0_40;1_22;1_20;0_42;1_23;0_43;0_39,8,1,1
formal_test,2_1_22_11_2_16.bin,0,1_22,1,1,1,1_22;0_40;1_21;0_37;0_36,1_22;0_40;1_21;1_23;1_24,1_22;0_40;1_21;1_23;1_24,1_22;0_40;1_21;1_23;1_24;0_37;0_36,7,1,1
formal_test,2_1_22_11_2_16.bin,8,1_22,1,1,1,1_22;0_40;1_21;0_37;0_36,1_22;0_40;1_21;1_23;0_38,1_22;0_40;1_21;1_23;0_38,1_22;0_40;1_21;1_23;0_38;0_37;0_36,7,1,1
formal_test,2_1_22_11_2_16.bin,10,1_22,1,1,1,1_22;0_40;1_21;0_37;0_38,1_22;0_40;1_21;1_23;0_38,1_22;0_40;1_21;1_23;0_38,1_22;0_40;1_21;1_23;0_38;0_37,6,1,1
formal_test,2_1_22_11_2_16.bin,13,1_22,1,1,1,1_22;0_40;1_21;0_37;0_38,1_22;0_40;1_21;1_23;1_24,1_22;0_40;1_21;1_23;0_38,1_22;0_40;1_21;1_23;1_24;0_37;0_38,7,1,1
formal_test,2_1_23_11_2_16.bin,0,1_23,12,1,2,0_39;1_18;0_45;1_20;1_19,1_23;0_39;1_19;1_20;1_24,0_39;1_23;1_19;1_20;1_18,1_23;0_39;1_19;1_20;1_24;1_18;0_45,7,1,1
formal_test,2_1_23_11_2_16.bin,3,1_23,1,1,1,1_23;0_38;0_39;1_25;1_24,1_23;1_24;0_38;1_22;0_40,1_23;1_24;0_38;0_40;1_22,1_23;1_24;0_38;1_22;0_40;0_39;1_25,7,1,1
formal_test,2_1_23_11_2_16.bin,12,1_23,9,1,1,1_20;1_19;1_25;1_24;0_42,1_23;0_38;1_24;0_39;0_40,1_23;0_38;1_24;0_39;1_21,1_23;0_38;1_24;0_39;0_40;1_20;1_19;1_25;0_42,9,1,1
formal_test,2_1_23_11_2_16.bin,20,1_23,1,1,1,1_23;0_38;1_24;0_39;1_21,1_23;0_38;0_40;1_22;1_21,1_23;0_38;0_40;1_21;1_24,1_23;0_38;0_40;1_22;1_21;1_24;0_39,7,1,1
formal_test,2_1_24_11_2_16.bin,0,1_24,3,1,1,0_38;0_40;1_24;1_21;0_37,1_24;1_23;1_25;0_38;1_26,1_24;1_23;0_38;1_25;1_26,1_24;1_23;1_25;0_38;1_26;0_40;1_21;0_37,8,1,1
formal_test,2_1_24_11_2_16.bin,2,1_24,2,1,1,0_38;1_24;0_40;1_21;1_25,1_24;1_23;0_38;1_25;1_26,1_24;1_23;0_38;1_25;1_26,1_24;1_23;0_38;1_25;1_26;0_40;1_21,7,1,1
formal_test,2_1_24_11_2_16.bin,10,1_24,1,1,1,1_24;1_25;0_38;1_23;1_20,1_24;1_23;1_25;0_38;1_26,1_24;1_23;1_25;0_38;1_26,1_24;1_23;1_25;0_38;1_26;1_20,6,1,1
formal_test,2_1_24_11_2_16.bin,17,1_24,5,1,1,1_25;0_39;1_23;0_38;1_24,1_24;1_23;1_25;0_38;1_26,1_24;1_23;1_25;0_38;1_26,1_24;1_23;1_25;0_38;1_26;0_39,6,1,1
formal_test,2_1_25_11_2_16.bin,2,1_25,1,1,1,1_25;1_26;0_38;0_39;1_23,1_25;1_26;1_24;1_23;1_27,1_25;1_26;1_24;1_23;0_38,1_25;1_26;1_24;1_23;1_27;0_38;0_39,7,1,1
formal_test,2_1_25_11_2_16.bin,3,1_25,1,1,1,1_25;0_39;1_26;1_23;1_24,1_25;1_26;1_24;1_23;1_27,1_25;1_26;1_24;1_23;0_38,1_25;1_26;1_24;1_23;1_27;0_39,6,1,1
formal_test,2_1_25_11_2_16.bin,14,1_25,2,1,1,0_38;1_25;0_39;1_23;1_26,1_25;1_24;1_26;1_23;1_27,1_25;1_24;1_26;1_23;0_38,1_25;1_24;1_26;1_23;1_27;0_38;0_39,7,1,1
